run_id,date,time,timestamp,gpu_id,baseline,budget,dataset,lora_rank,step,checkpoint_idx,M,B,N_per_prompt,S,K,T,R,probe_seed,total_bias_norm,total_bias_proj_mean,total_bias_proj_std,budget_bias_rms,baseline_bias_rms,fusion_bias_rms,total_var_mean,total_var_std,within_var_mean,within_var_std,across_var_mean,across_var_std,HL_proxy_mean,HL_proxy_std,g_hat_norm_mean,g_hat_norm_std,g_ref_norm_mean,g_ref_norm_std,reward_mean,reward_std_mean,reward_verifiable_ratio,elapsed_seconds,checkpoint_elapsed_seconds
20260321_131711_stv_rollout_alloc_mmstar_gpu4,2026-03-21,15:14:42,2026-03-21T15:14:42.457312,4,stv,rollout_alloc,mmstar,16,200,4,64,2,4,4,2,4,8,42,3.025582,2.798409,3.022977,0.0,1.346034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166667,0.0,0.0,0.0,8.557638,14.822264,0.125,0.125,0.25,7181.23,147.34
20260321_095438_stv_subset_select_mathvista_gpu7,2026-03-21,09:54:55,2026-03-21T09:54:55.759183,7,stv,subset_select,mathvista,16,0,0,64,2,4,4,2,4,8,42,9.616917,7.079931,9.446845,0.002637,9.747923,0.002341,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,33.27351,28.002209,0.5,0.5,1.0,137.02,137.02
20260321_095438_stv_subset_select_mathvista_gpu7,2026-03-21,10:19:02,2026-03-21T10:19:02.265841,7,stv,subset_select,mathvista,16,50,1,64,2,4,4,2,4,8,42,6.297362,4.867878,6.003769,0.002479,5.330415,0.001831,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,20.967625,28.165016,0.625,0.125,0.75,1510.46,63.95
20260321_095438_stv_subset_select_mathvista_gpu7,2026-03-21,10:45:24,2026-03-21T10:45:24.228529,7,stv,subset_select,mathvista,16,100,2,64,2,4,4,2,4,8,42,5.339437,3.74307,5.279288,0.003478,6.724517,0.004204,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,15.334709,25.632107,0.5,0.25,0.75,3182.86,154.39
20260321_095438_stv_subset_select_mathvista_gpu7,2026-03-21,11:09:48,2026-03-21T11:09:48.414079,7,stv,subset_select,mathvista,16,150,3,64,2,4,4,2,4,8,42,4.06291,3.689912,3.700555,0.002816,7.313576,0.00285,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,18.975353,20.579063,0.375,0.125,0.5,4570.05,77.4
20260321_095438_stv_subset_select_mathvista_gpu7,2026-03-21,11:34:44,2026-03-21T11:34:44.738483,7,stv,subset_select,mathvista,16,200,4,64,2,4,4,2,4,8,42,2.545212,2.191187,2.450437,0.001105,3.318583,0.000857,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,10.012016,5.780609,0.375,0.375,0.75,6165.68,176.7
20260321_141621_stv_subset_select_mmstar_gpu6,2026-03-21,14:16:37,2026-03-21T14:16:37.630785,6,stv,subset_select,mmstar,16,0,0,64,2,4,4,2,4,8,42,20.63414,16.353561,15.775179,0.008226,11.394178,0.005014,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,65.251038,72.96666,0.375,0.375,0.75,119.55,119.55
20260321_141621_stv_subset_select_mmstar_gpu6,2026-03-21,14:32:53,2026-03-21T14:32:53.284017,6,stv,subset_select,mmstar,16,50,1,64,2,4,4,2,4,8,42,18.377035,13.990723,14.55424,0.007562,11.706055,0.005973,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,54.661194,78.417061,0.25,0.25,0.5,1101.78,126.13
20260321_141621_stv_subset_select_mmstar_gpu6,2026-03-21,14:49:14,2026-03-21T14:49:14.895015,6,stv,subset_select,mmstar,16,100,2,64,2,4,4,2,4,8,42,17.816633,13.118637,13.8788,0.004906,15.229226,0.003994,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,50.393051,87.283325,0.25,0.0,0.25,2081.62,124.35
20260321_141621_stv_subset_select_mmstar_gpu6,2026-03-21,15:04:48,2026-03-21T15:04:48.966956,6,stv,subset_select,mmstar,16,150,3,64,2,4,4,2,4,8,42,13.266,11.662388,11.454831,0.005081,14.15029,0.006596,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,44.470898,31.77372,0.375,0.375,0.75,3062.36,171.03
20260321_141621_stv_subset_select_mmstar_gpu6,2026-03-21,15:20:15,2026-03-21T15:20:15.609275,6,stv,subset_select,mmstar,16,200,4,64,2,4,4,2,4,8,42,2.111129,1.563164,2.012417,0.001058,2.878935,0.00143,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,5.971176,10.34238,0.125,0.125,0.25,3901.59,83.61
